,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
30633,4XhqI8mj8OjeXhtf4YYNc3,Mabel,pov: you have a holly jolly christmas,Loneliest Time Of Year,0,202693,False,0.517,0.609,-5.702,0.0291,0.0631,0.0,0.106,0.239,92.093,4,edm
53629,7qqXINzcD08Ek8RJuc3Cqx,Mabel,JULPYNTA,Loneliest Time Of Year,0,202693,False,0.517,0.609,-5.702,0.0291,0.0631,0.0,0.106,0.239,92.093,4,house
37123,4eQcRkyIXRwJ51XkL1Kls3,Stevie Wonder,12 Days of Christmas 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
37119,2mQMVfhQFNACyM24qbrXl5,Stevie Wonder,pov: you bake cookies,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,funk
57233,2mQMVfhQFNACyM24qbrXl5,Stevie Wonder,pov: you bake cookies,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,indie
57286,1ZE8dSKL83pY6qInQG5CA5,Stevie Wonder,Xmas Classics 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,indie
103134,57gVVLb830Hh7w0L2QT9Ut,Stevie Wonder,pov: you are walking in a winter wonderland,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul
103092,10VHztYhhjtQfvzNjlLFbx,Stevie Wonder,Home At Christmas,What Christmas Means To Me,0,147800,False,0.524,0.614,-8.05,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul
103347,7cg8rIONa4tuHUyLc71ATg,The Jackson 5,pov: you are walking in a winter wonderland,Frosty The Snowman,0,159413,False,0.672,0.615,-8.274,0.0293,0.471,0.0,0.0911,0.944,119.693,4,soul
3562,3CjDcS506vLoyV4qKKeTGW,FKA twigs,New RnB,killer,0,176876,False,0.401,0.619,-7.035,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative
3561,4FVIHsnonPabmiAkoNKOJa,FKA twigs,New Grooves,killer,0,176876,False,0.401,0.619,-7.035,0.21,0.168,0.0,0.272,0.757,78.763,4,alternative
111023,3CjDcS506vLoyV4qKKeTGW,FKA twigs,New RnB,killer,0,176876,False,0.401,0.619,-7.035,0.21,0.168,0.0,0.272,0.757,78.763,4,trip-hop
111040,5kZbD9TCr2Iw9HoQFHB9Ec,FKA twigs,Your Perfect Soundtrack,killer,0,176876,False,0.401,0.619,-7.035,0.21,0.168,0.0,0.272,0.757,78.763,4,trip-hop
110048,5h4c5VjiJ3QUZRNQ7iRgka,Tiësto,Objectif Running : Dance,The Business,0,164000,False,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,4,trance
67659,0DBBQaDg8YPePplq7m7Cah,Kevin Roldan,Clásicos de ahora: Perreo,PPP,0,129332,False,0.798,0.625,-6.83,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,latin
68530,1CAeeyQyXfuEfM13nSYuXi,Kevin Roldan,Halloween con perreito,PPP,0,129332,False,0.798,0.625,-6.83,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,latino
88463,1CAeeyQyXfuEfM13nSYuXi,Kevin Roldan,Halloween con perreito,PPP,0,129332,False,0.798,0.625,-6.83,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,reggae
89478,1CAeeyQyXfuEfM13nSYuXi,Kevin Roldan,Halloween con perreito,PPP,0,129332,False,0.798,0.625,-6.83,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,reggaeton
20280,3CnbQN1Meotw8tBlReHg7q,Charlie Puth,Cardio Tracks,Light Switch,0,185680,False,0.69,0.626,-5.693,0.306,0.105,0.000335,0.0881,0.912,184.009,4,dance
19536,6WFhyQ6n43T6bWQgjtW3aX,Ian Munsick,Laidback Country,Long Haul,0,231265,False,0.505,0.627,-7.851,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4,country
67207,6Vr7Y7H1QwEZ2JSf9enPif,Jhayco,FELIZ CUMPLEAÑOS,Sensual Bebé,0,209146,True,0.776,0.629,-6.09,0.0505,0.0268,0.0,0.114,0.104,97.066,4,latin
68213,6Vr7Y7H1QwEZ2JSf9enPif,Jhayco,FELIZ CUMPLEAÑOS,Sensual Bebé,0,209146,True,0.776,0.629,-6.09,0.0505,0.0268,0.0,0.114,0.104,97.066,4,latino
19104,6nDPNWeMK5UxWwcMGGkVA4,Dan + Shay;Justin Bieber,Laidback Country,"10,000 Hours",0,167693,False,0.654,0.63,-4.644,0.0259,0.149,0.0,0.111,0.43,89.991,4,country
39434,504ONTckgGHRqpZqBoWo96,Sarah Connor,Christmas Classics,The Best Side Of Life,0,229333,False,0.631,0.634,-5.202,0.0326,0.568,0.0,0.124,0.569,90.947,4,german
39438,2GKDFRuo64ZYeoxDBV6VFB,Sarah Connor,Jingle Bell Rock 2022,The Best Side Of Life,0,229333,False,0.631,0.634,-5.202,0.0326,0.568,0.0,0.124,0.569,90.947,4,german
92093,1kIk2VlX0AC6LQVFIeEqRF,Brenda Lee,Christmas Music - Holiday Hits,Rockin' Around the Christmas Tree - Re-Recorded Version,0,126146,False,0.682,0.641,-8.904,0.0384,0.564,0.0,0.224,0.824,141.003,4,rockabilly
19137,1L3s7R9tvoXebcEioxl0at,Bailey Zimmerman,Oklahoma Smokeshow - Breakout Country,Fall in Love,0,232058,False,0.524,0.643,-6.055,0.0297,0.451,0.0,0.221,0.397,135.962,4,country
81226,4rtMPgzwPAWtNIjQneZpjP,Ed Sheeran;Lil Baby,Your Perfect Soundtrack,2step,0,163449,False,0.693,0.643,-5.867,0.0828,0.138,0.0,0.108,0.477,95.055,4,pop
64298,5FluYyNVSa5MzXqH4zboGr,Nat King Cole,World's Best Christmas Playlist,The Happiest Christmas Tree - Remastered 2009,0,105346,False,0.494,0.644,-11.781,0.905,0.704,0.0,0.781,0.866,206.13,4,jazz
67102,6Ok7LQxIDEqKQEFUBNRzpx,J Balvin;Bad Bunny,Bájale como 7500,LA CANCIÓN,2,242573,False,0.756,0.646,-5.795,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin
51482,724GJE6FqTdNKMARgAr6i7,Jack Harlow,New Arrivals,Dua Lipa,0,135053,True,0.833,0.652,-6.942,0.0762,0.00161,0.0985,0.106,0.405,158.022,4,hip-hop
103228,6BLsEzE62odkTXVtVwzBhF,Pink Sweat$;Donny Hathaway,Perfect Christmas Hits,This Christmas,0,181365,False,0.639,0.656,-6.581,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,4,soul
28048,23w5t0BtEc4N6PviWmAlAc,ILLENIUM;Teddy Swims,I'm Blue - Hits of 2022,All That Really Matters,0,244235,False,0.352,0.666,-4.909,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,dub
29040,30vw5cYMk3fBMB4bwcgUMS,ILLENIUM;Teddy Swims,Pop Hits Now,All That Really Matters,0,244235,False,0.352,0.666,-4.909,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,dubstep
30801,0iajFCLXYYqX2XS6q4ptsF,ILLENIUM;Teddy Swims,Worst Day,All That Really Matters,0,244235,False,0.352,0.666,-4.909,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,4,edm
81333,7L45FaJtYVIlQP8UlqYom2,Justin Bieber,Christmas Playlist 2022,Mistletoe,0,183066,False,0.623,0.668,-7.282,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
81293,4IcUp3kORzPyqQgmJjFIMy,Justin Bieber,Weihnachtspop 2022,Mistletoe,0,183066,False,0.623,0.668,-7.282,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
81325,3ATMIyGvkoR8yTeqFCiHFl,Justin Bieber,Weihnachten Musik,Mistletoe,2,183066,False,0.623,0.668,-7.282,0.0531,0.475,0.0,0.0862,0.823,161.948,4,pop
31534,5koDkemB6cdYV9H0mMzQXq,Nessa Barrett,Beautiful Trending Hits 2022,die first,0,177108,False,0.444,0.669,-6.727,0.125,0.0669,0.0,0.124,0.44,183.441,4,electro
31528,6FM8eHZdZfGEcE5psG4wad,Nessa Barrett,Hits à suivre 2022,die first,0,177108,False,0.444,0.669,-6.727,0.125,0.0669,0.0,0.124,0.44,183.441,4,electro
67680,1JnPImcRMLyzAQhIVSEGwW,Kevin Roldan;Bryant Myers;Lyanno,Halloween con perreito,Hasta Abajo,0,229826,False,0.714,0.671,-5.119,0.362,0.292,0.0,0.325,0.641,169.727,4,latin
68488,29JCWevsvdisCcX8U3m9Rr,Kevin Roldan;Bryant Myers;Lyanno,Esto No Se Le Dedica A Cualquiera,Hasta Abajo,0,229826,False,0.714,0.671,-5.119,0.362,0.292,0.0,0.325,0.641,169.727,4,latino
91714,5KssLmpI5kFCx1sBYc1T8c,Jaymes Young,Give You Love - Cozy Hits,Infinity,0,237720,False,0.671,0.673,-6.941,0.0444,0.15,5.16e-05,0.304,0.493,121.96,4,rock
78048,1wKlYoHZ5O6pVbvt2Zxvz2,Andreas Gabalier,Karneval Klassiker,Hulapalu,0,180252,False,0.705,0.676,-4.672,0.0467,0.505,0.0,0.628,0.701,124.96,4,party
79033,79iAblD2XBkWbXnY8KeHLS,OneRepublic,Weihnachten Musik,Christmas Without You,0,197146,False,0.262,0.677,-5.645,0.0528,0.447,0.0,0.205,0.365,207.478,3,piano
79045,6jWSUiDx2PiV8kgugdz29D,OneRepublic,Best Christmas Music 2022,Christmas Without You,0,197146,False,0.262,0.677,-5.645,0.0528,0.447,0.0,0.205,0.365,207.478,3,piano
91048,5SBYmJR4hq0n6wIM78t22h,OneRepublic,Weihnachtspop 2022,Christmas Without You,0,197146,False,0.262,0.677,-5.645,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock
91047,1xX6PCb6ZDyanJQuJOvGj0,OneRepublic,The Very Best Christmas Songs 2022,Christmas Without You,0,197146,False,0.262,0.677,-5.645,0.0528,0.447,0.0,0.205,0.365,207.478,3,rock
19486,2t3aiGKuxn3slkY167QhWy,BRELAND;Lady A,Oklahoma Smokeshow - Breakout Country,Told You I Could Drink,0,236990,False,0.542,0.68,-4.434,0.0285,0.175,0.0,0.093,0.878,167.966,4,country
19186,2mfrgrVo0HhcPzcfiphmsy,Kenny Chesney,Hideaway - New Boots,Everyone She Knows,0,204986,False,0.659,0.682,-5.045,0.0293,0.00992,0.0,0.159,0.664,109.022,4,country
47,0JvkNRyq8Tmot9khpdtN0I,Brandi Carlile;Lucius,Good Times Country,You and Me on the Rock,0,230098,False,0.568,0.686,-6.635,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,acoustic
34196,1MLr9b1fOybO3MGiLy47Ys,Brandi Carlile;Lucius,Country Road Songs,You and Me on the Rock,0,230098,False,0.568,0.686,-6.635,0.033,0.15,1.81e-06,0.0881,0.725,172.075,4,folk
23020,1Ef2kTon47BwiPQP2SovYa,James Hype;Miggy Dela Rosa,Arbeitsmusik Herbst/Winter 2022/2023,Ferrari,0,186661,False,0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4,deep-house
37148,33OY3KMWt0DbXJoP7r8MaA,Stevie Wonder,Silent Night,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,funk
37099,4P8dU9hTkF6imgCoMijYag,Stevie Wonder,Santa Claus Is Coming To Town,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,funk
57268,4krDgarmwOgZxppwJd8RkY,Stevie Wonder,pov: you saw mommy kissing santa claus,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
57293,6d4D1TS8v4WDJYBSNC7nol,Stevie Wonder,Christmas Classics,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,indie
103144,4RWsdetm3NxNWsI88bJ23y,Stevie Wonder,Weihnachtssongs,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,soul
103143,33OY3KMWt0DbXJoP7r8MaA,Stevie Wonder,Silent Night,What Christmas Means To Me - Single Version / Mono,0,148146,False,0.545,0.7,-6.961,0.0323,0.0982,0.0,0.1,0.799,83.506,4,soul
19382,3KhYaYbgpORqQRMIWaSU2b,Gabby Barrett,Your Perfect Soundtrack,Pick Me Up,0,169440,False,0.472,0.701,-4.563,0.0369,0.0387,0.0,0.107,0.515,79.805,4,country
107347,3A59kITyzBcF4273kEzsfr,Tubeway Army,East New York The Ultimate Fantasy Playlist,I Only Rewind,0,250026,False,0.627,0.704,-8.415,0.0497,0.0458,0.0859,0.113,0.781,141.891,4,synth-pop
88134,0ZdyCcW6uUOBjb8CQvyg3m,KAROL G;Mariah Angeliq,Fiesta portatil,EL MAKINON,0,209160,False,0.689,0.705,-3.224,0.102,0.256,1.06e-06,0.108,0.456,89.109,4,reggae
89134,3ljbfC0Cfy2hdRIJcjSIjt,KAROL G;Mariah Angeliq,Perreo Tenebroso Vol. 4,EL MAKINON,0,209160,False,0.689,0.705,-3.224,0.102,0.256,1.06e-06,0.108,0.456,89.109,4,reggaeton
103337,5Qh0fD19S8VQm5uP9r8f4c,The Jackson 5,Classic Christmas 2022,I Saw Mommy Kissing Santa Claus,0,181360,False,0.582,0.705,-8.169,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,soul
103339,5qctqtbCZJ1KigxGWqeGVc,The Jackson 5,Best Christmas Playlist Ever 2022,I Saw Mommy Kissing Santa Claus,0,181360,False,0.582,0.705,-8.169,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,soul
103394,2SSZlqFPj6pCmOQhwVmgPi,The Jackson 5,All I Want For Christmas Is You,I Saw Mommy Kissing Santa Claus,0,181360,False,0.582,0.705,-8.169,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,soul
20313,6X17fdWVg6fsBPafs32JJi,Bebe Rexha;Pink Sweat$;Lunay,Midnight Music,On the Go,0,179397,False,0.716,0.709,-4.683,0.0529,0.0749,0.00261,0.182,0.434,100.059,4,dance
34544,2mI1SPVGokUeX4ZRRulIrL,Pretenders,Christmas Music - Holiday Hits,2000 Miles - 2007 Remaster,0,220426,False,0.292,0.709,-9.052,0.0303,0.00292,0.0267,0.102,0.452,99.303,3,folk
37013,0XdLUGUaamRJax90fTO2ob,Anitta;Missy Elliott,Pop Brandneu,Lobby,0,157837,False,0.759,0.711,-5.199,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4,funk
77016,0XdLUGUaamRJax90fTO2ob,Anitta;Missy Elliott,Pop Brandneu,Lobby,0,157837,False,0.759,0.711,-5.199,0.0384,0.0477,1.19e-06,0.143,0.436,111.902,4,pagode
1098,1AMkh8OSTuP6CcAvP59xL7,Hugh Masekela,Best Afrodance Tunes,District Six - Live,0,527506,False,0.778,0.711,-11.367,0.0643,0.352,0.0473,0.969,0.858,108.127,4,afrobeat
8994,7LFjR00hYqMp5TzC4Y8ghA,Eric Burdon,Heliborne The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,False,0.673,0.712,-7.858,0.0273,0.159,0.0,0.183,0.912,113.061,4,blues
11693,7aLVYBUwcDsd1XBNrBj4ko,Eric Burdon,Love Between Fairy And Devil The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,False,0.673,0.712,-7.858,0.0273,0.159,0.0,0.183,0.912,113.061,4,british
84539,7aLVYBUwcDsd1XBNrBj4ko,Eric Burdon,Love Between Fairy And Devil The Ultimate Fantasy Playlist,Don't Let Me Be Misunderstood,0,157360,False,0.673,0.712,-7.858,0.0273,0.159,0.0,0.183,0.912,113.061,4,psych-rock
98032,3oMKty3XmdEhm7hjQmDC6C,Idina Menzel,Christmas Dinner 2022,Christmas Just Ain't Christmas,0,212306,False,0.681,0.712,-7.445,0.0393,0.32,0.0,0.295,0.84,115.098,4,show-tunes
20085,0uzruYGkFgeSevF5kaWq7Y,David Guetta;Becky Hill;Ella Henderson,Daily Pop Mix,Crazy What Love Can Do,0,169756,False,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,4,dance
30025,0kdIImE10HocARiLPkJmQ1,David Guetta;Becky Hill;Ella Henderson,Hit After Hit,Crazy What Love Can Do,0,169756,False,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,4,edm
81471,7vv8wSGmc8Qm8o1qrgTEq1,David Guetta;Becky Hill;Ella Henderson,New Arrivals,Crazy What Love Can Do,0,169756,False,0.601,0.713,-3.758,0.0449,0.0282,0.0,0.158,0.464,122.872,4,pop
20694,3rX3R3OoyikoECxdgQ9tnL,Robin Schulz;Tom Walker,Cardio Tracks,Sun Will Shine,0,201700,False,0.534,0.714,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance
30178,3rX3R3OoyikoECxdgQ9tnL,Robin Schulz;Tom Walker,Cardio Tracks,Sun Will Shine,0,201700,False,0.534,0.714,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,edm
39010,7py6vU2H9mlNd14m4g89gy,Robin Schulz;Tom Walker,Hits à suivre 2022,Sun Will Shine,0,201700,False,0.534,0.714,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,german
53136,3rX3R3OoyikoECxdgQ9tnL,Robin Schulz;Tom Walker,Cardio Tracks,Sun Will Shine,0,201700,False,0.534,0.714,-6.347,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,house
3556,1djJRLSBe7UKJ7F1p3tidC,FKA twigs;The Weeknd,New Grooves,tears in the club,0,196760,True,0.616,0.717,-6.178,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,alternative
111020,2M5t4tdhZ9W3Eys2HDCjbY,FKA twigs;The Weeknd,On Chill - Rap & RnB,tears in the club,0,196760,True,0.616,0.717,-6.178,0.11,0.194,9.81e-05,0.0731,0.72,167.99,4,trip-hop
21076,4uPmqqOf9yG0o06JsQsvML,Omah Lay;Justin Bieber,Evergreen,Attention,0,180563,False,0.817,0.72,-8.134,0.0809,0.172,0.000726,0.109,0.384,119.989,4,dancehall
37022,6Vl9NJ9dJOObO3PcQxIaBM,Anitta,Beautiful Trending Hits 2022,Envolver,0,193805,False,0.813,0.733,-5.417,0.0847,0.15,0.00186,0.0909,0.397,91.988,4,funk
77019,2vpMzSdFyQNq4gbVGLzdul,Anitta,It's You - Fresh Hits,Envolver,0,193805,False,0.813,0.733,-5.417,0.0847,0.15,0.00186,0.0909,0.397,91.988,4,pagode
91523,5QuGjFrnKqRnyOVIanRAgP,The Cranberries,Fiesta temática 90s,Zombie,0,307440,False,0.252,0.738,-5.326,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,rock
103044,25n2QkT5gaxH1Bga2Y866M,John Legend,Weihnachten Playlist,You Deserve It All,0,198626,False,0.524,0.739,-6.681,0.0386,0.215,0.0,0.0636,0.48,83.095,4,soul
103040,4SpPoKDzu2pzMj0bR638YZ,John Legend,Weihnachtspop 2022,You Deserve It All,0,198626,False,0.524,0.739,-6.681,0.0386,0.215,0.0,0.0636,0.48,83.095,4,soul
67758,1Y1TUKvMGwtEkJ0hMQFjuf,Alejo;Feid;ROBI,Frescura y Perreo,Pantysito,0,240413,True,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,latin
68416,1wu6GllglOU3TgzUQCUbrD,Alejo;Feid;ROBI,FELIZ CUMPLEAÑOS,Pantysito,0,240413,True,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,latino
88573,1wOpMjWFiYm9xuRvqATOiS,Alejo;Feid;ROBI,El perreo es el futuro,Pantysito,0,240413,True,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,reggae
89538,7bO42EBeTY998hkz8AFxpd,Alejo;Feid;ROBI,Halloween con perreito,Pantysito,0,240413,True,0.83,0.739,-5.395,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,reggaeton
51839,43brQXHf3umpF5I7FZRuig,Lizzo,Today's Party Hits,About Damn Time,0,191822,True,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
51864,0SiKS7N1vUscdccVcPCIHD,Lizzo,It's You - Fresh Hits,About Damn Time,0,191822,True,0.836,0.743,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
67623,4el0K1aIjyKIfmXRh5NYRy,"Tito ""El Bambino"";Randy",Halloween 2022 Perreo Vol. 3,Siente El Boom,0,188733,False,0.804,0.745,-5.805,0.0744,0.112,0.0,0.0925,0.512,95.024,4,latin
68444,6WkB2gQrYHeGfnoNWyYupn,"Tito ""El Bambino"";Randy",Perreo Tenebroso Vol. 2,Siente El Boom,0,188733,False,0.804,0.745,-5.805,0.0744,0.112,0.0,0.0925,0.512,95.024,4,latino
88549,0MbQNJzr6ysEjjPbL75E4f,"Tito ""El Bambino"";Randy",Última Misión Reggaeton,Siente El Boom,0,188733,False,0.804,0.745,-5.805,0.0744,0.112,0.0,0.0925,0.512,95.024,4,reggae
89542,6WkB2gQrYHeGfnoNWyYupn,"Tito ""El Bambino"";Randy",Perreo Tenebroso Vol. 2,Siente El Boom,0,188733,False,0.804,0.745,-5.805,0.0744,0.112,0.0,0.0925,0.512,95.024,4,reggaeton
37089,2fU4JsAoRiOam2azK907yb,Stevie Wonder,Halloween 2022,Superstition - Single Version,0,244826,False,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,funk
57292,3UaQy1ix1NtWK6rh63PVkn,Stevie Wonder,Happy Haunted Halloween Tunes,Superstition - Single Version,0,244826,False,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,indie
103139,22P91O1SzSzDoDDb6ccy8H,Stevie Wonder,Twisted Halloween Hits,Superstition - Single Version,0,244826,False,0.637,0.745,-8.607,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,soul
53842,1Tmfs0v6qKcFJi8XOeOukF,Jubël,Pop Hits Now,So Sick,0,177634,False,0.575,0.75,-6.636,0.0589,0.294,0.0,0.138,0.298,99.86,4,house
15038,69FipCnQCCKgWk9NQGmsQT,Pink Sweat$,US Pop 20s,I Feel Good,0,136058,False,0.803,0.75,-4.67,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,chill
103165,0njcc3OUJ1Qqoxz9fyYctZ,Pink Sweat$,Feeling Good,I Feel Good,0,136058,False,0.803,0.75,-4.67,0.0551,0.0233,3.87e-05,0.045,0.628,106.0,4,soul
57734,0SIBdhC8RY1dzvAumdeUoC,salem ilese,CHRISTMAS TOP HITS 2022,Marry Christmas,0,162009,False,0.541,0.753,-6.512,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie
57739,536QKi6V9mUEgl2aZ5pvCz,salem ilese,pov: you are walking in a winter wonderland,Marry Christmas,0,162009,False,0.541,0.753,-6.512,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie
56435,536QKi6V9mUEgl2aZ5pvCz,salem ilese,pov: you are walking in a winter wonderland,Marry Christmas,0,162009,False,0.541,0.753,-6.512,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie-pop
56425,2rJ6KeE4v3T4AapiYewwWL,salem ilese,Christmas 2022,Marry Christmas,0,162009,False,0.541,0.753,-6.512,0.0511,0.0677,0.0,0.108,0.572,149.743,4,indie-pop
78136,1RvhC99ETQs4xJm1ITmiic,Die Draufgänger,Karneval 2022 100%,Cordula Grün,0,190000,False,0.841,0.759,-4.596,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party
20383,4NR32XsVHm1oN9x8ExR8Yu,Tiësto;Ava Max,Today's Party Hits,The Motto,0,164818,False,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,dance
30091,5rQ8KYGO7MetiCgqnn4hby,Tiësto;Ava Max,Dance Dance Dance,The Motto,0,164818,False,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,edm
53039,12gp9XggBAImRaqz7ASv9u,Tiësto;Ava Max,Summer Music Festival Hits,The Motto,0,164818,False,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,house
110039,5mjTbRn7WG6HsxJI9wUMUL,Tiësto;Ava Max,Objectif Running : Dance,The Motto,0,164818,False,0.754,0.763,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,4,trance
30445,0e3yTHRm6szezE58oTf81t,Clean Bandit;A7S,Baddest of Them All,Everything but You,0,198014,False,0.679,0.764,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,edm
37175,6Hos4orKluXCWp7j06fLQn,Clean Bandit;A7S,Pop Hits Now,Everything but You,0,198014,False,0.679,0.764,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,funk
53435,0yxKN5WPYU5N5CZRA9PbB4,Clean Bandit;A7S,WORKOUT MOTIVATION,Everything but You,0,198014,False,0.679,0.764,-5.301,0.0391,0.031,9.05e-06,0.0951,0.471,124.977,4,house
91822,1WPQHQXez6OiPp080ZSPBD,The Goo Goo Dolls,Christmas Time,Christmas All Over Again,0,259798,False,0.457,0.768,-7.484,0.0316,0.000357,0.0098,0.141,0.554,133.788,4,rock
51846,6d9PUQV8z4XFFot8HVlrBY,Lizzo,Upbeat Pop,2 Be Loved (Am I Ready),0,187107,False,0.721,0.769,-4.111,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop
103363,0GKhaWM5x7m2N7kE7WpcWt,The Jackson 5,Christmas Faves 2022,Santa Claus Is Coming To Town,0,144080,False,0.691,0.776,-4.177,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,soul
103373,4hA4vowf8u8fhA2KlxBJIa,The Jackson 5,Christmas Playlist 2022,Santa Claus Is Coming To Town,0,144080,False,0.691,0.776,-4.177,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,soul
103391,6a74CgLFPMBN0RhLzL82tL,The Jackson 5,Christmas Classics,Santa Claus Is Coming To Town,0,144080,False,0.691,0.776,-4.177,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,soul
95006,7fLj7XlY3jHQyqucElDGUq,Frankie Ruiz,Era Salsa para Bailar,Tú Con Él,0,302093,False,0.823,0.779,-5.943,0.0492,0.201,0.00019,0.175,0.96,95.484,4,salsa
19176,5uvkJAiyyxXWGF0JPMxXjz,Tim McGraw,Christmas Dinner 2022,Christmas All Over The World,0,166168,False,0.565,0.782,-5.098,0.0305,0.0341,0.0,0.0782,0.798,126.904,4,country
53574,4OSIb3Fj9b8h38iOoBoAK9,Nathan Dawe;Ella Henderson,Hit After Hit,21 Reasons,0,155253,False,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
53570,0CaXasBTOik4qmIiAQsEZK,Nathan Dawe;Ella Henderson,Back to School!,21 Reasons,0,155253,False,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
53569,7aOy14i2bhauyZl4r3TcP2,Nathan Dawe;Ella Henderson,All That Really Matters - Just Hits,21 Reasons,0,155253,False,0.621,0.785,-4.499,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,4,house
